"分類: NDC","棚番号-段","タイトル","編著者","発行者","発行年","言語","注記：原著名／仮訳、ISBN等","貴重書","タグ"
"470.48","15-5","Beautiful Wild Flowers of Southern Africa","Colin Paterson-Jones","Struik Publishers, Cape Town","1996","英語、仏語、独語","ISBN: 1868257274, 南アフリカの野生植物","",""
"620.48","15-5","National Parks of South Africa","Photographs:Anthony Bannister, text: Brendan Ryan","Struik Publishers (Cape Town )","1993","英語","ISBN:1868253376, 南アフリカの国立公園
","",""
"","","","","","","","","",""
"629.222","15-5","中国古代造園史料集成 : 増補哲匠録畳山篇秦漢-六朝","田中 淡、外村 中、福田 美穂 編","中央公論美術出版","2003.5","","","",""
"629.222","15-5","中国造園史　上巻","佐藤 昌 著","日本公園緑地協会","1991.6","","","",""
"629.222","15-5","中国造園史　中巻","佐藤 昌 著","日本公園緑地協会","1991.6","","","",""
"629.222","15-5","中国造園史　下巻","佐藤 昌 著","日本公園緑地協会","1991.6","","","",""
"629.222","15-5","円明園","佐藤 昌 著","日本公園緑地協会","1988.11　","","折り込図3枚","",""
"629.222","15-5","中国の庭","杉村 勇造 著","求竜堂","1966","","","",""
"629.22","15-5","中国庭園","青羽 光夫 著","誠文堂新光社","1998.11","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"332.53","15-6","アメリカ現代史　（世界歴史叢書）","長沼 秀世, 新川 健三郎 著","岩波書店","1991.7","","","",""
"250","15-6","1491 : 先コロンブス期アメリカ大陸をめぐる新発見","チャールズ C.マン  (Mann, Charles C., 1955- )著, 布施 由紀子 訳","日本放送出版協会","2007.7","","原タイトル: 1491","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"182.22","16-2","中国五台山竹林寺の研究","斉藤 忠 著","第一書房","1998.6","","","",""
"629.222","16-2","中国の園林　２　ー南京・江南園林考察団報告書ー","日本造園修景協会 編　","日本造園修景協会","1987.7","","","",""
"629.222","16-2","中国庭園の技法　ー劉　敦楨著「蘇州古典園林」抄訳ほか","河原 武敏, 劉 敦楨","河原武敏","1985.1","","","",""
"629.22","16-2","蘇州の庭園","安 春陽 編, 曹玉泉, 鄭可俊 撮影","外文出版社(北京)","1984","中国語","","",""
"629.22","16-2","義州  Suzhou  : 旅遊記念集 urist Album","香港大道文化有限公司","香港大道文化有限公司(香港)","1986","中国語","","",""
"629.222","16-2","苏州 古典园林 :  世界遗产  (蘇州 古典園林 : 世界遺産)","蘇州市園林管理局 編","上海三朕書店","2000.1","中国語","ISBN: 7542613278","",""
"629.222","16-2","華清池","朱 悦戦 主編 ; 杜 小平:文","中国旅遊出版社(北京)","1994.3","","ISBN: 7503212268","",""
"629.222","16-2","頤和園　　The Summer Palace: Chinese Landscape Storehouse","許 邦 ほか編","新華出版社出版","1993.2","中国語、英語、日本語","ISBN: 7501121923","",""
"629.222","16-2","頤和園：The Summer Palace : 世界文化遺産 ","旅 舜ほか","中国民族撮影芸術出版社","2003.1","中国語","ISBN: 7800695093","",""
"629.222","16-2","圓明園欧式庭院","圓名园管理外編印","圓名园管理外編印","1998","中国語","","",""
"629.222","16-2","无锡园林 : Gardens of WuXi　　(無錫园林）","呉 惠良 ほか","新疆美木撮影出版社","2002.12","中国語","ISBN: 780658269X","",""
"629.222","16-2","Yuanmingyuan Garden　　圓明园　　　　（円明園）","text by Zhu Jie ; edited by Lan Peijing [i.e. Peijin] ; photos by Lui Jiwen /     朱, 杰 シュ, ケツ
    兰, 佩瑾 ラン, ハイキン
    刘, 继文 リュウ, ケイブン","FLP：Foreign Language Press","2000","中国語・英語","","",""
"","","","","","","","","",""
"629.222","16-2","説園","陳 從周 著, 佐藤 昌・河原 武敏 訳","日本造園修景協会・東洋造園研究会","1986.9","","陳 従周, 1915-,  中国文併記 ","",""
"629.222","16-2","縮景園史","広島県教育委員会 編","広島県教育委員会","1983.3","","","",""
"920.4","16-2","遠景と近景 : 中国・中国文化・日本","駒田 信二 著","勁草書房","1983.6","","","",""
"629.222","16-2","中国の庭園 : 山水の錬金術","木津 雅代 著","東京堂出版","1994.9","","","",""
"921","16-2","中国古典詩聚花　 山水と風月　５","向島 成美 著, 監修: 前野 直彬 ","尚学図書,  発売: 小学館","1984.10","","","",""
"629.222","16-2","明代中国の庭園文化 : みのりの場所/場所のみのり","クレイグ・クルナス(Clunas, Craig) [著],  中野 美代子, 中島 健 訳","青土社","2008.8","","原タイトル: Fruitful sites ","",""
"222.044","16-2","園林都市 : 中世中国の世界像","大室 幹雄 著","三省堂","1985.8","","","",""
"629.222","16-2","北海　Beihai　（北海公園解放80周年記念 1925-2005）","北海公園管理所 編","中国旅游出版社","2005.5","中国語・英語","北海市（中国）","",""
"292.222","16-2","西湖案内 : 中国庭園論序説       (旅とトポスの精神史)","大室 幹雄 著","岩波書店","1985.11","","","",""
"185","16-2","五台山　一百八寺遍路
五台山一百零八寺

","崔 正森 編","山西科学技術出版社","2005","中国語","","",""
"","","","","","","","","",""
"702.2","16-2","日本のかたち・アジアのカタチ : 万物照応劇場","杉浦 康平 著","三省堂","1994.1","","","",""
"702.22","16-2","龍の住むランドスケープ : 中国人の空間デザイン","中野 美代子 著","福武書店","1991.10","","","",""
"148.5","16-2","風水 : 気と古代風景学の秘密       (アルケミスト双書)","リチャード・クレイトモア( Creightmore, Richard ) [著], 山田 美明 訳","創元社(	大阪)","2013.7","","原タイトル: FENG SHUI ","",""
"148.5","16-2","中国の風水思想 : 古代地相術のバラード","J.J.M.デ・ホロート(Groot, Jan Jakob Maria de) [著],  牧尾 良海 訳","第一書房","1986.6","","『風水』 (大正大学出版部昭和52年刊) の改題新装改版 ","",""
"","","","","","","","","",""
"722.2","16-2","中国山水画の誕生","マイケル・サリヴァン (Sullivan, Michael) [著], 中野 美代子, 杉野 目康子 訳","青土社","1995.6","","原タイトル: The birth of landscape painting in China ","",""
"122","16-2","FENG-SHUI : The Science of Sacred Landscape in  Old China","Ernest J. Eitel with commentary by John Michell","Synergetic Press","1984","英語","風水：古代中国の神聖な景観の科学","",""
"122","16-2","中国人の自然観と美意識　　(東洋学叢書)","笠原 仲二 著","創文社","1982.2","","","",""
"124.25","16-2","荘子の二十四の寓話 : 「チョウの夢」他","荘子 [著], 北尾 克三郎 訳注","プロスパー企画","2008.8","","","",""
"292","16-2","Journey Into China","National Geographic Society (U.S.)","National Geographic Society (Washington)","1982","英語","","",""
"","","","","","","","","",""
"629.222","16-2","タロコ国立公園案内","","内政部営建署タロコ国立公園管理処","1997.6","","ISBN: 9570002204","",""
"629.222","16-2","Taroko National Park","Prepared by Construction and Planning Administration, Ministry of the Interior Taiwan"," / 中華民国内政部営建署","2002.10","英語","","",""
"629.222","16-2","大屯火山群 / The Datun volcano group","中華民国内政部営建署","陽明山国家公園管理處","2002.10","中国語、英語","世界遺産公約：申報自然遺産","",""
"629.222","16-2","『國家公園』世代伝承 永続台湾 / Heritage for Generations Sustainability for Taiwan ","中華民国内政部営建署","中華民国内政部営建署","2009.12","中国語、英語","ISSN: 1818567-3","",""
"","","","","","","","","",""
"","","","","","","","","",""
"793.9","16-3","中国盆景の世界 1 盆景","丸島 秀夫, 胡運驊 (胡 运骅) 編","農山漁村文化協会","2000.9","","","",""
"793.9","16-3","中国盆景の世界 2 花盆","丸島 秀夫, 胡運驊 (胡 运骅) 編","農山漁村文化協会","2000.9","","","",""
"793.9","16-3","中国盆景の世界 3 奇石","丸島 秀夫, 胡運驊 (胡 运骅) 編","農山漁村文化協会","2000.9","","","",""
"","","","","","","","","",""
"221.02","16-3","雁鴨池　発掘調査報告書","大韓民国文化部文化財管理局 (ソウル)","学生社","1993.5","","付 (図2枚), 「本文編」と「図版編」に分冊刊行","",""
"629.221","16-3","The Landscape of Seoul","**","Seoul Metropolitan Government (Seoul)","1992","英語・ハングル併記","","",""
"629.221","16-3","昌徳宮","文化財管理局 監修","宇進文化社(ソウル)","1989.6","","","",""
"629.221","16-3","Ch'angdŏkkung Palace","Supervised by Cultural Property Maintenance Office","Korea Textbook ","1983","英語","","",""
"629.221","16-3","静かな朝の国韓国 慶州 : 国立公園新羅の古都","**","宇進観光文化社	[ソウル]","1983.7","","","",""
"221.01","16-3","朝鮮半島の歴史 : 政争と外患の六百年
(新潮選書)","新城 道彦 著","新潮社","2023.6","","","",""
"221.035","16-3","新羅・高句麗・百済三国紀 : 古代日本史の真実を探る　","高島 鳴鳳 著","叢文社","2000.11","","本衛蔵板　嘉慶辛未年新","",""
"221.03 ","16-3","韓国人は何処から来たか","長浜 浩明 著","展転社","2014.1","","","",""
"175.9","16-3","新羅の神々と古代日本：新羅神社の語る世界","出羽 弘明 著","同成社","2004.5","","","",""
"210.3","16-3","古代朝鮮と日本文化 : 神々のふるさと　　　(講談社学術文庫)","金 達寿 著","講談社","1986.9","","","",""
"210.1821","16-3","朝鮮通信使の足跡 : 日朝関係史論","仲尾 宏 著","明石書店","2011.3","","","",""
"385.1","16-3","朝鮮の風水     (民間信仰 第2部)","村山 智順 著,  朝鮮総督府 編","国書刊行会","1972","","朝鮮総督府 (調査資料31輯) 昭和6年刊の複製 ","",""
"702.21","16-3","韓国人の美意識","洪 思重 著,  森 敦 監訳","三修社","1986.12","","","",""
"221","16-3","韓国の文化誌 : 歴史と人と生活と","李家 正文 著","泰流社","1986.7","","","",""
"129.1","16-3","韓国の風水思想","崔 昌祚 著,  三浦 國雄 監訳,  金 在浩, 渋谷 鎮明 共訳","人文書院(京都)","1997.10","","","",""
"","","","","","","","","",""
"148.5","16-3","風水思想と東アジア","渡辺 欣雄 著","人文書院(京都)","1990.7","","","",""
"129.1","16-3","朝鮮思想全史      (ちくま新書  1292)","小倉 紀蔵 著","筑摩書房","2017.11","","","",""
"","","","","","","","","",""
"100","16-3","何故私達は存在するのか : 気・理・道の作り出す物語","唐沢 昌敬 著","八千代出版","2023.8","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"629.21","16-4","The Gardens of Japan","text by Teiji Itoh (伊藤 ていじ)","Kodansha International","1998","英語","ISBN: 4770023219","",""
"910.23","16-4","王朝文学と建築・庭園      (平安文学と隣接諸学  1)","倉田 実 編","竹林舎","2007.5","","","",""
"210.2","16-4","新版　長岡京発掘　（NHKブックス　464）","福山 敏男, 中山 修一, 高橋 徹　","日本放送出版協会","1984.10","","","",""
"629.21","16-4","日本古代の庭園と景観","本中 真 著","吉川弘文館","1994.12","","","",""
"629.21","16-4","「作庭記」からみた造園　(SD叢書 193)","飛田 範夫 著","鹿島出版会","1985.6","","","",""
"629.21","16-4","『作庭記』と日本の庭園","白幡 洋三郎 編","思文閣出版(京都)","2014.3","","","",""
"629.21","16-4","平安鎌倉時代の庭園植栽","河原 武敏 著","信山社出版","1999.9","","","",""
"","","","","","","","","",""
"629.21 ","16-4","平安時代庭園の研究: 古代庭園研究　2　　 (奈良文化財研究所学報  第86冊  研究論集  17)","国立文化財機構奈良文化財研究所 著　","国立文化財機構奈良文化財研究所(奈良)","2011.3","","","",""
"629.21 ","16-4","中世庭園の研究 : 鎌倉・室町時代　　 (奈良文化財研究所学報  第96冊  研究論集  18)","国立文化財機構奈良文化財研究所 著　","国立文化財機構奈良文化財研究所(奈良)","2016.3","","","",""
"629.21 ","16-4","回遊式庭園と庭園文化　　 (庭園の歴史に関する研究会報告書  平成29年度)","国立文化財機構奈良文化財研究所文化遺産部 編","国立文化財機構奈良文化財研究所文化遺産部(奈良)","2018.3","","","",""
"629.21 ","16-4","室町時代の将軍の庭園      (平成25年度 庭園の歴史に関する研究会報告書)","国立文化財機構奈良文化財研究所文化遺産部 編","国立文化財機構奈良文化財研究所文化遺産部(奈良)","2014.3","","","",""
"629.21 ","16-4","戦国時代の城館の庭園　　 (平成26年度 庭園の歴史に関する研究会報告書)","国立文化財機構奈良文化財研究所文化遺産部 編","国立文化財機構奈良文化財研究所文化遺産部(奈良)","2015.3","","","",""
"629.21 ","16-4","織豊期-江戸時代初期の庭園　　 (平成28年度 庭園の歴史に関する研究会報告書)","国立文化財機構奈良文化財研究所文化遺産部 編","国立文化財機構奈良文化財研究所文化遺産部(奈良)","2017.3","","","",""
"629.21 ","16-4","茶の文化と庭園　　 (平成30年度 庭園の歴史に関する研究会報告書)","国立文化財機構奈良文化財研究所文化遺産部 編","国立文化財機構奈良文化財研究所文化遺産部(奈良)","2019.3","","","",""
